City_ID,City,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Country,Description
0,Pamplona,42.8169,-1.6432,34.0,32.0,93,0,3.44,ES,clear sky
1,Ushuaia,-54.8,-68.3,41.0,41.0,93,75,33.38,AR,light intensity drizzle
2,Kahului,20.8947,-156.47,71.6,68.0,94,75,12.66,US,moderate rain
3,Cape Town,-33.9258,18.4232,61.0,60.01,94,0,10.36,ZA,clear sky
4,Atar,20.5169,-13.0499,61.23,61.23,19,38,9.6,MR,scattered clouds
5,Hermanus,-34.4187,19.2345,62.01,62.01,86,38,4.0,ZA,scattered clouds
6,Saint-Augustin,51.226,-58.6502,25.75,25.75,81,99,20.69,CA,overcast clouds
7,Puri,19.8,85.85,84.2,84.2,65,75,8.05,IN,broken clouds
8,Samarai,-10.6167,150.6667,86.47,86.47,70,75,11.72,PG,broken clouds
9,Norman Wells,65.282,-126.8329,-4.0,-4.0,65,75,11.5,CA,snow
10,Bambous Virieux,-20.3428,57.7575,84.0,82.4,69,40,11.5,MU,light rain
11,Zarand,30.8127,56.564,64.69,64.69,15,14,45.92,IR,few clouds
12,Mataura,-46.1927,168.8643,64.99,64.99,71,0,5.99,NZ,clear sky
13,East London,-33.0153,27.9116,75.2,75.2,73,0,8.05,ZA,clear sky
14,Saskylakh,71.9167,114.0833,-14.67,-14.67,89,9,15.99,RU,clear sky
15,Provideniya,64.3833,-173.3,30.25,30.25,96,100,31.63,RU,snow
16,Goundam,16.4145,-3.6708,63.34,63.34,25,36,9.28,ML,scattered clouds
17,Koroni,36.8,21.95,50.0,41.0,87,20,7.74,GR,few clouds
18,Tuktoyaktuk,69.4541,-133.0374,-7.6,-7.6,77,90,16.11,CA,snow
19,Ancud,-41.8697,-73.8203,48.2,48.2,87,0,2.3,CL,clear sky
20,Busselton,-33.65,115.3333,71.01,71.01,49,0,4.0,AU,clear sky
21,Lavrentiya,65.5833,-171.0,15.84,15.84,93,100,21.54,RU,snow
22,Yellowknife,62.456,-114.3525,-2.0,-2.2,71,1,10.36,CA,clear sky
23,Castro,-24.7911,-50.0119,60.12,60.12,96,19,3.94,BR,few clouds
24,Kalabo,-14.97,22.6814,65.46,65.46,95,92,5.21,ZM,overcast clouds
25,Sechenovo,55.2244,45.8906,5.16,5.16,89,92,14.88,RU,overcast clouds
26,Vila,42.0304,-8.1588,37.0,37.0,94,62,1.99,PT,broken clouds
27,Longyearbyen,78.2186,15.6401,12.2,12.2,79,75,6.91,SJ,broken clouds
28,Hobart,-42.8794,147.3294,68.0,59.0,56,75,21.85,AU,broken clouds
29,Nuevo Progreso,23.1667,-97.95,73.99,73.0,72,34,3.0,MX,scattered clouds
30,Tiksi,71.6872,128.8694,-10.48,-10.48,93,100,9.84,RU,overcast clouds
31,Vaini,-21.2,-175.2,78.8,78.8,83,75,9.22,TO,light rain
32,Vardo,70.3705,31.1107,22.1,22.1,84,99,15.73,NO,overcast clouds
33,Flinders,-34.5833,150.8552,84.99,80.01,71,43,4.0,AU,light rain
34,Rikitea,-23.1203,-134.9692,79.88,79.88,75,91,9.06,PF,overcast clouds
35,Fortuna,40.5982,-124.1573,48.99,45.0,87,90,8.05,US,overcast clouds
36,Airai,-8.9266,125.4092,70.95,70.95,86,94,0.92,TL,overcast clouds
37,La Rioja,42.25,-2.5,39.0,35.6,93,0,5.03,ES,clear sky
38,Katsuura,35.1333,140.3,62.6,55.0,94,75,9.22,JP,broken clouds
39,Carnarvon,-24.8667,113.6333,95.0,95.0,34,2,12.66,AU,clear sky
40,Labuhan,-6.8844,112.2051,85.23,85.23,68,93,6.67,ID,overcast clouds
41,Omsukchan,62.5333,155.8,-4.67,-4.67,91,100,7.18,RU,overcast clouds
42,Zima,53.9202,102.0442,30.31,30.31,95,91,4.14,RU,overcast clouds
43,Banjar,-8.19,114.9675,93.2,93.2,59,40,10.36,ID,scattered clouds
44,Sisimiut,66.9395,-53.6735,10.15,10.15,81,82,5.95,GL,broken clouds
45,Pacific Grove,36.6177,-121.9166,53.6,48.0,76,75,4.61,US,broken clouds
46,Port Elizabeth,-33.918,25.5701,64.4,64.4,94,0,3.44,ZA,clear sky
47,Hilo,19.7297,-155.09,75.2,66.99,73,75,4.61,US,light rain
48,Coquimbo,-29.9533,-71.3436,60.8,60.8,82,90,4.61,CL,overcast clouds
49,Sao Joao Da Barra,-21.6403,-41.0511,75.94,75.94,91,91,1.03,BR,overcast clouds
50,Richards Bay,-28.783,32.0377,73.6,73.6,85,2,11.36,ZA,clear sky
51,Upernavik,72.7868,-56.1549,-2.7,-2.7,65,17,1.99,GL,few clouds
52,Ikeda,34.8221,135.4298,57.2,45.0,62,40,18.41,JP,scattered clouds
53,Dikson,73.5069,80.5464,-12.57,-12.57,91,100,24.05,RU,overcast clouds
54,Jacareacanga,-6.2222,-57.7528,72.63,72.63,96,43,0.94,BR,scattered clouds
55,Mayna,54.1135,47.6231,3.42,3.42,91,59,11.25,RU,broken clouds
56,Rybinsk,58.0446,38.8426,19.54,19.54,90,100,15.01,RU,light snow
57,Broome,42.2506,-75.833,30.2,27.0,47,1,20.71,US,clear sky
58,Butaritari,3.0707,172.7902,81.5,81.5,75,71,10.76,KI,broken clouds
59,Bluff,-46.6,168.3333,64.99,64.99,71,0,5.99,NZ,clear sky
60,Pochutla,15.7432,-96.4661,78.01,78.01,67,0,2.64,MX,clear sky
61,Krasnyy Chikoy,50.3643,108.7512,43.74,43.74,63,76,3.69,RU,broken clouds
62,Port Lincoln,-34.7333,135.8667,62.85,62.85,53,39,21.72,AU,scattered clouds
63,Sekoma,-24.4,23.8833,67.26,67.26,78,37,8.37,BW,scattered clouds
64,Tasiilaq,65.6145,-37.6368,10.4,10.4,92,70,4.61,GL,broken clouds
65,Bengkulu,-3.8004,102.2655,85.06,85.06,63,72,7.36,ID,broken clouds
66,Oussouye,12.485,-16.5469,69.46,69.46,22,0,5.93,SN,clear sky
67,Marsa Matruh,31.3525,27.2453,57.2,57.2,58,75,10.36,EG,broken clouds
68,Watertown,42.3709,-71.1828,50.0,44.6,34,1,19.57,US,clear sky
69,Mount Isa,-20.7333,139.5,93.2,93.2,33,53,14.97,AU,broken clouds
70,Dingle,10.9995,122.6711,81.0,81.0,84,93,7.7,PH,overcast clouds
71,Kodiak,57.79,-152.4072,23.0,23.0,39,1,18.41,US,clear sky
72,Khor,47.8861,134.9464,32.85,32.85,97,0,5.82,RU,clear sky
73,Srandakan,-7.9386,110.2506,84.99,84.99,67,100,9.71,ID,overcast clouds
74,Souillac,-20.5167,57.5167,82.4,82.4,69,40,11.5,MU,light rain
75,Port Hardy,50.6996,-127.4199,46.4,44.6,76,90,14.97,CA,overcast clouds
76,Nikolskoye,59.7035,30.7861,35.6,32.0,87,90,13.42,RU,light rain
77,Cidreira,-30.1811,-50.2056,70.0,70.0,80,0,6.2,BR,clear sky
78,Santa Helena De Goias,-17.8136,-50.5969,70.32,70.32,89,99,1.81,BR,overcast clouds
79,Sandpoint,48.2766,-116.5533,35.01,32.0,80,1,1.97,US,clear sky
80,Cabo San Lucas,22.8909,-109.9124,66.0,64.0,69,77,3.0,MX,broken clouds
81,Diffa,13.3154,12.6113,76.93,76.93,17,2,7.83,NE,clear sky
82,Malakal,9.5334,31.6605,84.81,84.81,23,1,2.13,SS,clear sky
83,Finschhafen,-6.6024,147.8681,84.83,84.83,76,31,8.66,PG,scattered clouds
84,Saldanha,-33.0117,17.9442,59.0,59.0,94,58,8.05,ZA,broken clouds
85,Port Alfred,-33.5906,26.891,78.46,78.46,51,79,10.0,ZA,broken clouds
86,Nieuwpoort,51.1244,2.7735,44.6,44.01,70,90,23.02,BE,overcast clouds
87,Nizhniy Ingash,56.2,96.53,16.61,16.61,72,99,3.74,RU,overcast clouds
88,Bethel,41.3712,-73.414,53.6,44.6,29,20,5.75,US,few clouds
89,Mountain Home,43.133,-115.6912,33.8,33.8,34,1,8.05,US,clear sky
90,Datong,40.0936,113.2914,52.39,52.39,45,19,4.99,CN,few clouds
91,Fare,-16.7,-151.0167,83.17,83.17,67,47,3.29,PF,scattered clouds
92,Rakiv Lis,51.6217,24.9243,31.91,31.91,90,0,8.72,UA,clear sky
93,La Ronge,55.1001,-105.2842,26.6,23.0,68,85,2.3,CA,overcast clouds
94,Narsaq,60.9167,-46.05,12.2,12.2,44,20,5.75,GL,few clouds
95,Goure,13.9835,10.2704,74.14,74.14,12,40,6.2,NE,scattered clouds
96,Omboue,-1.5746,9.2618,73.09,73.09,92,100,5.66,GA,overcast clouds
97,Tambacounda,13.7539,-13.7586,78.8,78.8,41,0,9.31,SN,clear sky
98,Sao Felix Do Xingu,-6.6447,-51.995,70.79,70.79,96,98,0.76,BR,moderate rain
99,Faanui,-16.4833,-151.75,83.34,83.34,63,53,0.6,PF,broken clouds
100,Matagami,49.7502,-77.6328,5.0,5.0,78,90,10.36,CA,light snow
101,Kruisfontein,-34.0033,24.7314,71.31,71.31,52,34,7.54,ZA,scattered clouds
102,Caravelas,-17.7125,-39.2481,71.69,71.69,84,0,4.36,BR,clear sky
103,Arraial Do Cabo,-22.9661,-42.0278,76.33,76.33,88,42,4.27,BR,scattered clouds
104,Knyaze-Volkonskoye,48.4642,135.4567,42.8,42.8,33,0,20.13,RU,clear sky
105,Cherskiy,68.75,161.3,-6.99,-6.99,92,94,17.16,RU,overcast clouds
106,Avarua,-21.2078,-159.775,82.4,82.4,83,75,5.75,CK,broken clouds
107,Talnakh,69.4865,88.3972,-9.2,-9.2,97,100,18.81,RU,light snow
108,Chapais,49.7834,-74.8492,3.2,3.2,78,75,11.5,CA,light snow
109,Jamestown,42.097,-79.2353,28.99,26.6,68,1,13.22,US,clear sky
110,Saint Anthony,45.0205,-93.218,34.0,28.99,64,1,5.03,US,clear sky
111,Asosa,10.0667,34.5333,76.5,76.5,26,10,0.89,ET,clear sky
112,Panama City,8.9936,-79.5197,77.0,73.4,78,90,5.75,PA,overcast clouds
113,Ribeira Grande,38.5167,-28.7,60.6,60.6,81,100,17.25,PT,overcast clouds
114,Moron,-34.6534,-58.6198,72.0,71.01,76,84,3.0,AR,broken clouds
115,Zyryanovsk,49.7386,84.2719,19.08,19.08,94,100,12.55,KZ,snow
116,Atuona,-9.8,-139.0333,79.77,79.77,58,33,2.62,PF,scattered clouds
117,Noumea,-22.2763,166.4572,86.0,86.0,51,75,9.22,NC,broken clouds
118,Qaanaaq,77.484,-69.3632,-1.28,-1.28,70,99,4.61,GL,overcast clouds
119,Mar Del Plata,-38.0023,-57.5575,51.8,51.8,87,0,8.95,AR,clear sky
120,Fort Nelson,58.8053,-122.7002,23.0,23.0,54,90,11.5,CA,light snow
121,Las Palmas,28.4204,-14.0131,62.6,62.6,72,90,13.8,ES,overcast clouds
122,Zhangye,38.9342,100.4517,60.82,60.82,14,7,25.28,CN,clear sky
123,Shetpe,44.1667,52.1167,21.4,21.4,40,95,14.05,KZ,overcast clouds
124,Puerto Ayora,-0.7393,-90.3518,75.99,75.99,92,2,1.01,EC,clear sky
125,Albany,42.6001,-73.9662,34.0,32.0,47,2,3.0,US,clear sky
126,Mahebourg,-20.4081,57.7,82.4,82.4,69,40,11.5,MU,light rain
127,Lasa,46.6166,10.7002,33.01,23.0,74,0,5.75,IT,clear sky
128,Chokurdakh,70.6333,147.9167,-17.21,-17.21,94,0,2.46,RU,clear sky
129,Amapa,1.0,-52.0,69.76,69.76,99,82,1.79,BR,broken clouds
130,Wuwei,37.9281,102.6414,73.29,73.29,4,0,6.29,CN,clear sky
131,Kovdor,67.5662,30.4758,8.35,8.35,96,85,3.69,RU,overcast clouds
132,Whyalla,-33.0333,137.5833,66.2,66.2,63,90,23.02,AU,overcast clouds
133,Birin,26.8865,88.0718,73.31,73.31,26,0,6.69,NP,clear sky
134,Hovd,48.0056,91.6419,52.36,52.36,13,27,5.41,MN,scattered clouds
135,Kapaa,22.0752,-159.319,75.99,70.0,94,90,6.91,US,moderate rain
136,Portlethen,57.0547,-2.1307,33.01,32.0,100,99,3.44,GB,overcast clouds
137,Punta Arenas,-53.15,-70.9167,48.2,48.0,57,40,24.16,CL,scattered clouds
138,Alyangula,-13.8483,136.4192,89.6,89.6,62,75,6.91,AU,broken clouds
139,Opuwo,-18.0607,13.84,65.64,65.64,68,15,3.15,NA,few clouds
140,Poperinge,50.8549,2.6875,44.01,42.01,80,100,18.01,BE,light rain
141,New Norfolk,-42.7826,147.0587,68.0,59.0,56,75,21.85,AU,broken clouds
142,Wuda,39.4994,106.7117,63.66,63.66,25,0,21.32,CN,clear sky
143,Chuy,-33.6971,-53.4616,67.75,67.75,90,69,4.83,UY,broken clouds
144,San Quintin,30.4833,-115.95,52.09,52.09,71,0,10.54,MX,clear sky
145,Pisco,-13.7,-76.2167,70.0,69.8,94,27,4.61,PE,scattered clouds
146,Manacapuru,-3.2997,-60.6206,75.2,75.2,94,40,3.44,BR,scattered clouds
147,Antalya,36.7741,30.7178,53.01,44.6,57,0,4.61,TR,clear sky
148,Ambilobe,-13.2,49.05,78.82,78.82,85,1,2.1,MG,clear sky
149,Grindavik,63.8424,-22.4338,30.2,30.2,74,40,20.71,IS,scattered clouds
150,Dakar,14.6937,-17.4441,66.2,66.2,63,4,14.97,SN,clear sky
151,Lorengau,-2.0226,147.2712,86.07,86.07,61,24,4.92,PG,few clouds
152,Ponta Do Sol,32.6667,-17.1,55.99,51.01,69,100,3.0,PT,overcast clouds
153,Aranda De Duero,41.6704,-3.6892,36.03,36.03,84,83,6.33,ES,broken clouds
154,Upata,8.0086,-62.3989,73.99,73.99,95,94,1.99,VE,overcast clouds
155,Puerto Escondido,15.85,-97.0667,80.6,80.6,83,1,4.61,MX,clear sky
156,Sioux Lookout,50.1001,-91.917,23.0,23.0,50,90,6.91,CA,overcast clouds
157,Pangnirtung,66.1451,-65.7125,-11.4,-11.4,97,89,1.54,CA,overcast clouds
158,Sobolevo,54.4299,31.8996,29.23,29.23,96,100,10.42,RU,overcast clouds
159,Atasu,48.6814,71.6433,-10.73,-10.73,92,28,7.56,KZ,scattered clouds
160,Gasa,31.5,34.4667,52.0,46.99,100,14,3.0,PS,few clouds
161,Severo-Kurilsk,50.6789,156.125,27.23,27.23,83,96,24.0,RU,light snow
162,Bambanglipuro,-7.95,110.2833,84.92,84.92,67,100,9.98,ID,overcast clouds
163,Olafsvik,64.8945,-23.7142,29.25,29.25,70,62,18.45,IS,broken clouds
164,Fairbanks,64.8378,-147.7164,-13.0,-14.8,70,1,1.54,US,clear sky
165,Aktas,49.7789,72.9608,-13.0,-13.0,70,20,8.95,KZ,few clouds
166,Akyab,20.15,92.9,85.44,85.44,44,0,6.76,MM,clear sky
167,Anadyr,64.75,177.4833,33.8,33.01,86,75,33.55,RU,snow
168,Isangel,-19.55,169.2667,86.0,86.0,70,40,17.27,VU,scattered clouds
169,Luan,46.3592,6.9759,39.99,35.6,75,0,1.14,CH,clear sky
170,Erzin,36.9559,36.2,45.0,45.0,50,0,1.99,TR,clear sky
171,Iqaluit,63.7506,-68.5145,-16.01,-16.6,69,20,10.36,CA,few clouds
172,Chilca,-12.5211,-76.7372,73.99,72.0,83,0,11.5,PE,clear sky
173,Sinnamary,5.3833,-52.95,72.93,72.93,91,100,8.81,GF,overcast clouds
174,Chicama,-7.8447,-79.1469,74.52,74.52,68,54,4.5,PE,broken clouds
175,Georgetown,5.4112,100.3354,89.6,87.01,55,20,6.91,MY,few clouds
176,Namtsy,62.7161,129.6658,8.6,8.6,72,0,6.71,RU,clear sky
177,Barao De Melgaco,-16.1944,-55.9675,73.4,73.4,94,0,2.3,BR,clear sky
178,Lake Havasu City,34.4839,-114.3224,51.8,46.99,40,1,4.61,US,clear sky
179,Sitka,57.0531,-135.33,32.0,32.0,74,75,4.61,US,broken clouds
180,Kaitangata,-46.2817,169.8464,64.99,64.99,66,0,8.01,NZ,clear sky
181,Bourail,-21.5667,165.4833,82.04,82.04,62,92,6.62,NC,overcast clouds
182,Hami,42.8,93.45,58.28,58.28,24,100,5.44,CN,overcast clouds
183,Namie,37.4833,141.0,54.0,42.8,100,75,9.22,JP,fog
184,Maracaju,-21.6144,-55.1683,72.16,72.16,72,62,2.51,BR,broken clouds
185,Thompson,55.7435,-97.8558,15.8,15.8,79,20,3.44,CA,few clouds
186,Zhob,31.3411,69.4481,61.88,61.88,51,59,1.25,PK,broken clouds
187,Kathu,7.9178,98.3332,88.0,87.8,58,20,8.05,TH,few clouds
188,Bara,10.3744,10.7288,77.22,77.22,58,51,5.32,NG,broken clouds
189,Miraflores,19.2167,-98.8083,69.8,69.01,21,40,8.05,MX,scattered clouds
190,Eltham,-39.4292,174.3,68.0,64.0,65,0,4.92,NZ,clear sky
191,Saint-Pierre,-21.3393,55.4781,82.4,73.0,69,75,19.57,RE,broken clouds
192,Aksarka,66.5606,67.7975,15.31,15.31,83,100,15.68,RU,overcast clouds
193,Belyy Yar,53.6039,91.3903,21.2,21.2,86,75,15.66,RU,snow
194,Necochea,-38.5473,-58.7368,57.99,57.99,75,51,7.0,AR,broken clouds
